Date,Open,Close,High,Low,Volume
2016-04-13,5459.64,5486.06,5533.14,5459.64,16581580
2016-04-14,5513.17,5496.35,5525.19,5482.74,7201465
2016-04-15,5513.71,5536.66,5563.0,5495.06,9899896
2016-04-18,5499.78,5508.04,5539.88,5484.86,9314818
2016-04-19,5531.82,5516.31,5535.68,5502.31,6536563
2016-04-20,5519.4,5525.9,5527.67,5390.83,18079118
2016-04-21,5496.14,5531.15,5596.89,5473.55,11206634
2016-04-22,5508.83,5560.68,5590.51,5507.53,7427860
2016-04-25,5536.53,5552.02,5568.27,5496.87,7529630
2016-04-26,5541.79,5566.76,5582.23,5536.34,6314239
2016-04-27,5574.5,5554.47,5574.5,5546.83,5345842
2016-04-28,5569.58,5572.75,5608.43,5544.57,8111609
2016-04-29,5558.8,5535.39,5568.76,5535.39,7021467
2016-05-03,5544.03,5575.12,5596.26,5526.43,10283448
2016-05-04,5561.89,5573.98,5581.6,5557.04,6881530
2016-05-05,5565.63,5570.23,5578.37,5551.11,5554194
2016-05-06,5568.97,5496.93,5569.17,5496.64,8463628
2016-05-09,5493.82,5446.6,5502.12,5421.26,9191948
2016-05-10,5414.42,5426.51,5460.31,5414.23,6952443
2016-05-11,5437.8,5448.9,5473.1,5419.59,6991417
2016-05-12,5430.88,5459.98,5474.59,5419.33,6717036
2016-05-13,5447.49,5447.97,5468.35,5435.77,6665740
2016-05-16,5434.61,5455.08,5462.75,5432.58,4952935
2016-05-17,5455.28,5432.54,5455.28,5420.68,4748851
2016-05-18,5424.79,5472.87,5483.41,5392.47,10867949
2016-05-19,5452.58,5442.06,5473.18,5438.5,5359475
2016-05-20,5433.73,5455.4,5462.46,5427.22,5700108
2016-05-23,5461.38,5433.33,5474.4,5428.89,6003895
2016-05-24,5430.96,5391.3,5431.14,5389.53,6171625
2016-05-25,5425.47,5429.85,5435.9,5409.69,4364904
2016-05-26,5422.13,5442.28,5457.63,5420.51,5281017
2016-05-27,5438.64,5446.24,5455.5,5427.8,4609832
2016-05-30,5456.42,5494.19,5497.38,5429.23,8192912
2016-05-31,5494.72,5606.66,5612.26,5494.58,15147328
2016-06-01,5610.93,5565.82,5614.54,5562.95,8681021
2016-06-02,5565.24,5549.62,5578.47,5538.65,5252564
2016-06-03,5571.96,5574.78,5575.56,5538.35,6713112
2016-06-06,5551.23,5531.44,5555.95,5519.25,5844472
2016-06-07,5545.17,5536.74,5546.91,5523.85,5632452
2016-06-08,5536.73,5531.87,5541.39,5515.41,6364638
2016-06-13,5494.16,5453.57,5523.25,5450.56,7992541
2016-06-14,5450.38,5481.34,5501.41,5449.01,6330125
2016-06-15,5439.74,5486.21,5498.28,5439.59,7254958
2016-06-16,5458.0,5468.65,5487.06,5457.76,6746751
2016-06-17,5466.02,5488.23,5512.56,5465.06,6322524
2016-06-20,5508.9,5495.29,5515.75,5474.95,4577057
2016-06-21,5498.51,5501.59,5523.94,5488.7,5733807
2016-06-22,5494.36,5518.99,5522.96,5488.52,6389611
2016-06-23,5511.06,5491.74,5511.29,5479.14,6442074
2016-06-24,5466.04,5417.43,5492.38,5370.03,9240799
2016-06-27,5406.42,5435.12,5440.18,5405.85,6735098
2016-06-28,5422.73,5433.57,5434.74,5406.44,6482906
2016-06-29,5437.6,5489.03,5491.58,5428.88,9408907
2016-06-30,5475.15,5472.67,5494.75,5463.04,8432446
2016-07-01,5477.58,5509.42,5512.91,5472.87,6611642
2016-07-04,5499.65,5565.79,5590.63,5498.97,9503289
2016-07-05,5567.41,5551.1,5571.21,5530.66,7763469
2016-07-06,5540.66,5533.64,5547.6,5521.64,7825290
2016-07-07,5511.83,5527.51,5533.4,5498.23,9121060
2016-07-08,5496.45,5464.93,5496.45,5462.93,6474326
2016-07-11,5469.41,5466.47,5489.92,5462.3,7688643
2016-07-12,5467.09,5540.82,5546.46,5466.09,12743436
2016-07-13,5486.75,5521.58,5585.01,5486.75,15404312
2016-07-14,5517.61,5512.03,5536.3,5491.49,7264747
2016-07-15,5514.8,5527.52,5537.15,5511.79,7172018
2016-07-18,5532.63,5586.11,5623.19,5532.63,12026283
2016-07-19,5599.68,5543.98,5618.89,5521.26,8022300
2016-07-20,5543.45,5510.15,5546.21,5502.21,5991443
2016-07-21,5510.35,5535.06,5541.18,5507.91,7056070
2016-07-22,5529.46,5494.93,5533.08,5488.67,7137675
2016-07-25,5488.57,5503.11,5511.56,5486.91,6684531
2016-07-26,5492.86,5532.53,5535.4,5492.47,7434428
2016-07-27,5532.72,5540.91,5541.35,5451.43,12675503
2016-07-28,5510.02,5496.06,5514.97,5489.75,6814361
2016-07-29,5498.3,5512.77,5514.57,5491.05,6595774
2016-08-01,5502.07,5541.33,5543.01,5499.74,9402122
2016-08-02,5533.53,5526.28,5539.84,5510.11,5575044
2016-08-03,5501.61,5499.99,5514.07,5490.64,6139241
2016-08-04,5503.67,5486.41,5504.67,5463.61,7566265
2016-08-05,5485.66,5530.59,5553.17,5477.63,8615461
2016-08-08,5524.62,5533.26,5534.77,5503.09,6546219
2016-08-09,5533.46,5551.39,5552.13,5525.9,8178370
2016-08-10,5551.5,5563.57,5570.64,5542.78,6754468
2016-08-11,5561.97,5628.41,5716.17,5561.3,17447920
2016-08-12,5635.91,5768.11,5771.26,5626.3,19350531
2016-08-15,5790.4,5894.15,5962.88,5782.95,25111373
2016-08-16,5912.81,5777.57,5919.38,5735.14,32750617
2016-08-17,5778.22,5763.54,5804.28,5750.88,11476560
2016-08-18,5747.85,5734.04,5793.76,5717.41,11634706
2016-08-19,5740.9,5744.67,5757.14,5723.17,7105238
2016-08-22,5743.06,5742.29,5759.47,5711.43,10358065
2016-08-23,5734.37,5757.25,5789.74,5734.13,10973030
2016-08-24,5757.65,5746.1,5764.25,5731.61,7449908
2016-08-25,5734.05,5738.71,5750.86,5693.35,9113269
2016-08-26,5737.03,5732.43,5750.6,5722.27,6488693
2016-08-29,5717.53,5696.9,5722.79,5673.76,8780371
2016-08-30,5698.68,5743.99,5748.69,5698.68,8255517
2016-08-31,5732.64,5761.2,5780.84,5727.42,6909269
2016-09-01,5755.97,5746.65,5774.49,5744.34,7750864
2016-09-02,5731.56,5754.35,5763.08,5731.56,8376096
2016-09-05,5753.59,5759.11,5775.44,5741.29,8132206
2016-09-06,5755.61,5729.28,5769.91,5724.59,10393551
2016-09-07,5730.47,5738.91,5746.05,5717.74,7749009
2016-09-08,5736.95,5740.77,5745.2,5728.09,5907875
2016-09-09,5737.42,5716.23,5742.03,5715.99,5478651
2016-09-12,5670.07,5636.4,5675.13,5615.38,12972303
2016-09-13,5640.77,5637.28,5652.16,5634.88,6658281
2016-09-14,5628.81,5585.75,5634.28,5580.27,8539720
2016-09-19,5590.98,5619.84,5623.05,5590.91,6988260
2016-09-20,5620.95,5612.55,5624.15,5602.79,5603655
2016-09-21,5612.95,5627.26,5638.29,5607.35,5843118
2016-09-22,5642.72,5658.11,5676.03,5631.81,6366414
2016-09-23,5661.83,5661.29,5671.65,5651.47,4943576
2016-09-26,5642.36,5619.74,5646.24,5618.63,7887133
2016-09-27,5613.29,5642.96,5644.04,5609.59,5935627
2016-09-28,5642.88,5614.17,5642.88,5608.26,4257561
2016-09-29,5621.44,5636.24,5642.72,5620.38,4749392
2016-09-30,5627.96,5635.48,5649.06,5627.05,4047238
2016-10-10,5648.7,5677.91,5684.4,5644.68,7227520
2016-10-11,5680.39,5672.42,5683.01,5661.86,6152629
2016-10-12,5663.47,5649.35,5663.54,5642.62,5103542
2016-10-13,5653.79,5639.85,5666.2,5632.07,6429683
2016-10-14,5636.52,5649.19,5651.4,5627.77,4854534
2016-10-17,5644.33,5615.6,5646.73,5606.21,5753533
2016-10-18,5609.79,5646.09,5652.13,5609.2,6542041
2016-10-19,5646.65,5641.27,5664.6,5635.63,5186044
2016-10-20,5648.61,5652.31,5659.54,5644.28,4576761
2016-10-21,5649.35,5678.14,5678.98,5645.76,6589657
2016-10-24,5680.4,5740.27,5778.71,5679.1,13824591
2016-10-25,5741.33,5727.6,5756.04,5719.68,7324613
2016-10-26,5720.54,5685.32,5722.53,5682.65,6199950
2016-10-27,5684.43,5674.13,5687.82,5656.98,5936138
2016-10-28,5668.55,5701.23,5726.28,5668.55,8319200
2016-10-31,5689.7,5681.4,5689.7,5650.61,6321570
2016-11-01,5679.18,5709.33,5710.04,5667.9,7032918
2016-11-02,5691.6,5677.71,5694.1,5667.78,7269363
2016-11-03,5668.39,5707.06,5713.92,5664.3,7887821
2016-11-04,5699.43,5699.49,5733.13,5688.72,9176127
2016-11-07,5697.36,5694.85,5700.9,5684.25,6973485
2016-11-08,5699.73,5726.14,5739.25,5693.29,11827294
2016-11-09,5722.16,5680.19,5726.93,5649.85,11997252
2016-11-10,5708.02,5729.75,5743.95,5706.74,8449323
2016-11-11,5718.91,5736.21,5744.12,5711.82,12946467
2016-11-14,5723.71,5746.33,5782.84,5722.09,13583436
2016-11-15,5745.22,5746.47,5750.01,5735.81,8201179
2016-11-16,5748.8,5743.52,5754.97,5732.17,6595318
2016-11-17,5738.02,5740.25,5745.41,5721.45,6762176
2016-11-18,5738.4,5732.92,5741.97,5727.36,6050528
2016-11-21,5728.02,5783.03,5802.74,5723.34,12835933
2016-11-22,5781.15,5825.88,5832.19,5780.67,17844551
2016-11-23,5825.85,5908.12,5954.76,5824.55,24349416
2016-11-24,5896.34,5895.45,5930.46,5879.52,12109423
2016-11-25,5902.54,5981.4,5983.05,5902.24,17775241
2016-11-28,6004.38,5971.79,6073.82,5965.58,28581172
2016-11-29,5965.96,5991.3,6009.21,5951.63,17089696
2016-11-30,5991.6,5941.02,6003.35,5919.69,14840801
2016-12-01,5951.85,5954.05,6010.22,5933.78,14187238
2016-12-02,5954.78,5947.59,5956.63,5880.67,18069596
2016-12-05,5900.66,5965.61,5968.92,5890.15,16761724
2016-12-06,5951.35,5935.25,5973.69,5932.24,11635246
2016-12-07,5929.05,5919.77,5932.08,5902.28,8399675
2016-12-08,5929.8,5981.21,5991.92,5921.25,12921165
2016-12-09,5965.35,6083.33,6120.05,5962.81,28114779
2016-12-12,6082.02,6100.41,6174.59,6029.8,29238563
2016-12-13,6059.84,6014.57,6073.74,5994.55,14252956
2016-12-14,6011.34,6036.8,6102.08,6008.17,14559032
2016-12-15,6000.42,5844.71,6000.42,5835.26,18913636
2016-12-16,5833.28,5808.05,5856.89,5801.99,12731926
2016-12-19,5799.25,5780.74,5800.38,5771.01,7622288
2016-12-20,5786.78,5726.24,5792.46,5688.98,11979276
2016-12-21,5720.16,5750.13,5758.62,5720.16,9410486
2016-12-22,5746.68,5719.76,5751.08,5701.3,6436592
2016-12-23,5717.32,5693.21,5718.87,5669.04,6855047
2016-12-26,5672.14,5710.88,5712.62,5638.77,7644150
2016-12-27,5705.54,5687.93,5716.88,5686.14,5549308
2016-12-28,5689.43,5670.38,5696.27,5651.44,7056146
2016-12-29,5663.83,5665.71,5680.31,5655.21,7512282
2016-12-30,5669.71,5702.88,5703.46,5666.34,8954844
2017-01-03,5705.43,5765.32,5772.05,5704.39,11529049
2017-01-04,5756.87,5776.67,5787.71,5748.1,10166979
2017-01-05,5781.2,5773.59,5791.81,5769.76,7426654
2017-01-06,5773.17,5738.4,5775.29,5733.49,7850946
2017-01-09,5745.61,5751.82,5767.68,5733.83,7244473
2017-01-10,5746.77,5746.55,5761.61,5739.38,5895838
2017-01-11,5753.57,5728.29,5762.0,5725.35,6601675
2017-01-12,5730.33,5725.34,5747.28,5718.41,5504395
2017-01-13,5719.85,5771.42,5781.86,5718.4,10316745
2017-01-16,5764.5,5855.19,5870.91,5744.82,26477521
2017-01-17,5831.05,5828.05,5850.25,5819.8,7698380
2017-01-18,5831.78,5864.67,5870.23,5826.29,7700743
2017-01-19,5853.91,5864.11,5905.5,5851.43,8456763
2017-01-20,5862.3,5887.48,5901.4,5857.06,6849367
2017-01-23,5898.4,5875.48,5905.77,5861.81,7125374
2017-01-24,5879.59,5930.04,5937.8,5874.85,9616784
2017-01-25,5921.1,5928.46,5933.94,5902.78,5834133
2017-01-26,5932.35,5961.97,5983.18,5932.35,7656802
2017-02-03,5973.64,5897.06,5977.23,5893.41,5327640
2017-02-06,5919.37,5890.52,5921.77,5881.29,7227584
2017-02-07,5888.82,5881.48,5898.9,5868.98,6585564
2017-02-08,5872.73,5886.78,5889.33,5849.84,6231479
2017-02-09,5883.8,5899.33,5924.08,5877.28,6853496
2017-02-10,5912.89,5928.79,5934.04,5906.8,9177632
2017-02-13,5937.21,5969.61,5984.48,5932.52,11330976
2017-02-14,5972.46,5945.92,5974.98,5935.23,7156358
2017-02-15,5955.18,6006.16,6030.65,5946.32,19172038
2017-02-16,6016.04,6013.29,6036.73,5989.29,11176945
2017-02-17,6017.29,5958.47,6019.08,5954.35,9682696
2017-02-20,5955.89,6054.81,6078.73,5955.06,25917341
2017-02-21,6060.05,6058.15,6108.96,6051.07,14599436
2017-02-22,6056.66,6057.29,6062.63,6033.97,9052634
2017-02-23,6055.64,6051.77,6078.95,6031.42,8403610
2017-02-24,6046.7,6037.64,6053.08,6019.01,7552304
2017-02-27,6026.9,6008.25,6031.77,5989.45,8416107
2017-02-28,6002.16,6007.68,6039.12,5998.64,6652920
2017-03-01,6011.97,6003.5,6043.28,5995.8,11797023
2017-03-02,6013.13,5959.78,6028.96,5957.85,8535620
2017-03-03,5948.25,5937.48,5959.25,5928.23,6198276
2017-03-06,5935.11,5938.56,5976.01,5934.87,10099254
2017-03-07,5937.96,5962.6,5967.1,5929.19,6939748
2017-03-08,5948.24,5954.21,5962.03,5939.81,5618532
2017-03-09,5943.19,5910.92,5946.43,5901.05,8397426
2017-03-10,5909.15,5904.65,5920.38,5890.49,6502502
2017-03-13,5899.7,5946.24,5946.83,5881.77,8048055
2017-03-14,5942.49,5946.19,5962.2,5937.96,7417108
2017-03-15,5940.88,5939.83,5942.68,5921.01,7352363
2017-03-16,5946.61,5954.94,5976.05,5946.48,12369287
2017-03-17,5958.19,5893.03,5960.62,5880.59,11892498
2017-03-20,5895.68,5868.17,5903.66,5844.91,9215738
2017-03-21,5865.95,5854.81,5868.11,5839.92,9596239
2017-03-22,5840.43,5779.27,5840.89,5769.81,12022053
2017-03-23,5782.63,5807.97,5828.76,5782.16,9016155
2017-03-24,5814.31,5831.99,5838.23,5797.88,9294696
2017-03-27,5824.74,5873.09,5886.04,5824.02,13294745
2017-03-28,5887.74,5852.27,5889.9,5842.64,6971307
2017-03-29,5857.68,5839.81,5874.12,5827.16,10510619
2017-03-30,5838.17,5836.13,5847.17,5808.21,11524061
2017-03-31,5830.17,5890.94,5901.2,5827.16,14343268
2017-04-05,5905.88,5919.87,5925.25,5885.39,13904540
2017-04-06,5909.09,5898.26,5914.98,5878.28,9775060
2017-04-07,5893.36,5897.72,5904.71,5868.26,11286847
2017-04-10,5896.79,5863.72,5896.79,5859.1,9221146
2017-04-11,5853.38,5845.61,5862.23,5805.13,10148353
2017-04-12,5837.63,5825.99,5838.44,5765.31,11062448
2017-04-13,5813.77,5795.39,5816.95,5784.46,8290583
2017-04-14,5791.67,5757.18,5794.33,5730.9,9343433
2017-04-17,5743.73,5759.86,5767.35,5695.13,12529280
2017-04-18,5742.45,5680.83,5743.58,5680.71,9131496
2017-04-19,5662.93,5627.28,5666.46,5626.25,11986522
2017-04-20,5627.79,5598.29,5633.7,5594.62,9144631
2017-04-21,5607.79,5662.02,5667.04,5603.11,12476805
2017-04-24,5660.29,5661.52,5671.16,5638.51,10327233
2017-04-25,5664.11,5674.68,5681.78,5660.44,8199066
2017-04-26,5673.39,5650.59,5679.81,5642.33,12718424
2017-04-27,5634.81,5672.85,5673.69,5618.63,12533115
2017-04-28,5671.08,5673.57,5673.57,5635.79,10485797
2017-05-02,5657.43,5628.85,5662.45,5620.75,7674281
2017-05-03,5625.3,5594.9,5625.53,5587.83,7444715
2017-05-04,5590.37,5566.82,5592.02,5541.59,8576272
2017-05-05,5551.67,5567.53,5567.73,5498.68,12189096
2017-05-08,5535.47,5578.42,5578.42,5512.24,12911461
2017-05-09,5551.4,5576.28,5584.62,5545.04,7175134
2017-05-10,5574.03,5590.59,5636.62,5574.03,10894253
2017-05-11,5585.15,5636.73,5638.77,5579.67,12001069
2017-05-12,5631.08,5790.36,5791.63,5625.32,19254085
2017-05-15,5796.46,5789.74,5844.74,5784.51,11989938
2017-05-16,5775.68,5755.55,5780.59,5720.3,12235535
2017-05-17,5739.95,5709.98,5745.54,5697.14,10543344
2017-05-18,5679.33,5687.33,5707.55,5671.97,7966994
2017-05-19,5683.99,5692.0,5698.02,5675.76,6228553
2017-05-22,5687.72,5712.48,5735.41,5682.75,9976970
2017-05-23,5707.73,5825.28,5837.79,5704.19,18117521
2017-05-24,5816.72,5821.34,5849.77,5760.99,13108377
2017-05-25,5800.71,6013.63,6065.81,5796.98,35767901
2017-05-26,5999.81,5998.56,6032.32,5972.32,18051692
2017-05-31,5984.08,6011.71,6069.15,5973.53,16528093
2017-06-01,6000.3,6042.34,6047.38,5984.46,14216598
2017-06-02,6043.53,6001.4,6068.16,5989.41,14193719
2017-06-05,5975.3,5910.85,5984.33,5885.4,22075959
2017-06-06,5902.51,5916.89,5934.34,5878.49,9392092
2017-06-07,5919.51,5975.15,5993.17,5913.94,14146932
2017-06-08,5959.57,5984.79,5993.14,5926.7,10905878
2017-06-09,5984.49,6013.04,6066.35,5982.49,19524259
2017-06-12,6002.02,5982.9,6046.12,5977.74,14679229
2017-06-13,5981.59,5964.12,5984.61,5938.9,10263587
2017-06-14,5911.71,5874.41,5917.79,5851.07,11354664
2017-06-15,5863.74,5829.16,5881.29,5824.71,11835308
2017-06-16,5828.79,5824.96,5851.92,5807.58,9522395
2017-06-19,5831.97,5855.41,5875.66,5822.68,12433533
2017-06-20,5865.35,5853.2,5879.9,5834.92,10015553
2017-06-21,5879.73,5874.14,5882.84,5836.0,10100315
2017-06-22,5864.65,5978.43,6062.02,5863.96,30644347
2017-06-23,5963.48,6007.52,6013.61,5922.73,17240617
2017-06-26,6005.18,6007.25,6100.56,6001.23,23751701
2017-06-27,6002.64,6076.76,6098.6,5983.02,16706565
2017-06-28,6058.46,6103.04,6158.49,6049.04,21672966
2017-06-29,6111.51,6128.23,6141.6,6085.73,12726245
2017-06-30,6099.35,6104.36,6112.5,6068.49,12347048
2017-07-03,6096.91,6087.62,6100.46,6061.9,10832316
2017-07-04,6085.47,6044.73,6085.82,6010.63,14880185
2017-07-05,6030.53,6099.31,6109.33,6017.24,12650941
2017-07-06,6079.4,6102.33,6115.41,6054.71,13791659
2017-07-07,6063.66,6046.09,6073.12,6030.43,12171329
2017-07-10,6042.63,6042.98,6058.76,6024.34,11338551
2017-07-11,6020.78,6153.11,6200.7,6016.37,27431310
2017-07-12,6145.65,6192.19,6290.67,6142.02,29109590
2017-07-13,6172.22,6301.08,6302.66,6167.09,25894113
2017-07-14,6303.43,6357.88,6380.13,6280.56,22857353
2017-07-17,6373.52,6455.44,6561.8,6330.69,48525719
2017-07-18,6412.05,6396.36,6460.32,6336.49,25704060
2017-07-19,6382.74,6460.07,6483.53,6376.41,26741098
2017-07-20,6448.78,6448.12,6466.38,6394.28,18305894
2017-07-21,6425.93,6387.35,6438.6,6375.35,15677369
2017-07-24,6375.15,6465.25,6502.07,6360.91,20783396
2017-07-25,6472.0,6472.28,6563.4,6454.71,24613036
2017-07-26,6464.51,6461.07,6589.58,6422.13,23410608
2017-07-27,6455.24,6441.97,6474.72,6409.27,16695602
2017-07-28,6421.39,6455.85,6462.65,6392.08,12625942
2017-07-31,6447.66,6433.72,6484.39,6417.93,15886185
2017-08-01,6439.24,6519.45,6519.99,6424.59,18666462
2017-08-02,6518.6,6579.23,6619.2,6516.85,25318323
2017-08-03,6570.84,6477.19,6607.58,6463.91,19501788
2017-08-04,6471.12,6434.21,6494.34,6430.14,14825766
2017-08-07,6417.79,6436.99,6447.34,6392.54,12579563
2017-08-08,6427.21,6422.09,6438.85,6398.89,12486146
2017-08-09,6406.86,6321.27,6408.0,6320.0,14507099
2017-08-10,6313.62,6299.66,6361.09,6252.09,14727551
2017-08-11,6257.32,6207.16,6267.21,6149.74,23829963
2017-08-14,6194.15,6197.34,6206.26,6160.87,14516461
2017-08-15,6201.99,6282.0,6343.12,6201.87,21416222
2017-08-16,6269.74,6239.9,6270.15,6228.6,12140892
2017-08-17,6240.94,6258.14,6258.85,6218.35,8796500
2017-08-18,6228.14,6264.89,6286.22,6216.39,9625585
2017-08-21,6259.33,6257.18,6281.43,6225.05,9373532
2017-08-22,6264.56,6300.85,6303.68,6240.93,10426895
2017-08-23,6303.89,6396.45,6422.13,6296.37,18017521
2017-08-24,6393.13,6392.84,6458.64,6369.75,14870901
2017-08-25,6399.54,6595.43,6596.23,6399.45,30423837
2017-08-28,6608.97,6605.7,6684.21,6576.49,29099570
2017-08-29,6597.57,6636.14,6639.91,6574.9,16439286
2017-08-30,6636.0,6579.65,6687.73,6554.13,18978933
2017-08-31,6577.15,6508.53,6584.64,6462.8,21797541
2017-09-01,6497.55,6467.09,6538.24,6447.89,20749368
2017-09-04,6443.58,6527.17,6529.47,6434.34,16511379
2017-09-05,6525.81,6582.85,6606.91,6518.25,17706252
2017-09-06,6566.53,6538.29,6572.87,6523.66,11212192
2017-09-07,6540.68,6479.85,6544.01,6473.54,9902610
2017-09-08,6478.47,6480.21,6525.61,6461.27,9605875
2017-09-11,6510.82,6474.02,6545.81,6469.05,13113665
2017-09-12,6484.93,6497.0,6497.66,6440.17,12691229
2017-09-13,6487.52,6455.18,6487.52,6442.89,10203172
2017-09-14,6456.29,6410.52,6467.49,6397.13,13156815
2017-09-15,6394.77,6390.84,6400.98,6362.12,12231776
2017-09-18,6391.97,6376.24,6424.58,6375.78,11864251
2017-09-19,6383.38,6392.04,6409.76,6342.08,13793309
2017-09-20,6380.9,6385.86,6411.53,6363.77,10707565
2017-09-21,6381.05,6428.99,6449.33,6372.45,12406806
2017-09-22,6411.22,6430.0,6466.25,6408.05,11923996
2017-09-25,6417.43,6444.92,6450.21,6391.63,15558479
2017-09-26,6417.83,6410.56,6433.13,6401.45,9453616
2017-09-27,6398.16,6359.93,6406.24,6353.06,10153157
2017-09-28,6365.13,6345.67,6368.45,6321.69,10732045
2017-09-29,6342.2,6362.29,6376.85,6339.44,8952819
2017-10-09,6561.16,6427.99,6580.53,6408.53,27290187
2017-10-10,6428.34,6469.03,6476.56,6407.09,15552796
2017-10-11,6464.86,6478.62,6507.58,6457.12,13135975
2017-10-12,6478.45,6475.02,6507.12,6465.99,11088673
2017-10-13,6473.48,6447.66,6487.17,6447.66,10142562
2017-10-16,6455.01,6512.89,6519.06,6448.97,13875730
2017-10-17,6507.24,6489.06,6521.29,6486.0,9746553
2017-10-18,6497.81,6532.01,6535.15,6477.81,15399499
2017-10-19,6522.31,6533.26,6539.86,6504.58,14605999
2017-10-20,6515.2,6489.27,6515.2,6482.22,8007441
2017-10-23,6483.72,6425.71,6486.28,6425.71,10687736
2017-10-24,6428.08,6459.42,6479.61,6426.23,10158195
2017-10-25,6456.56,6446.56,6461.99,6432.94,9887116
2017-10-26,6432.36,6388.98,6433.65,6379.7,20220897
2017-10-27,6393.52,6504.2,6513.63,6389.57,22924817
2017-10-30,6496.2,6487.83,6520.37,6451.26,20374520
2017-10-31,6465.87,6424.05,6465.87,6420.7,15289063
2017-11-01,6423.73,6381.49,6427.01,6364.89,16857758
2017-11-02,6374.06,6386.11,6392.89,6324.57,15917395
2017-11-03,6371.88,6384.98,6395.08,6321.27,17305198
2017-11-06,6362.01,6318.88,6363.05,6295.59,13308552
2017-11-07,6319.72,6399.8,6424.75,6312.24,19923537
2017-11-08,6396.77,6419.31,6455.63,6382.84,20377559
2017-11-09,6412.13,6393.34,6444.64,6379.02,13606893
2017-11-10,6385.8,6359.06,6391.2,6327.65,20178292
2017-11-13,6370.11,6449.68,6514.34,6370.1,31618304
2017-11-14,6443.43,6427.85,6460.31,6409.44,15940043
2017-11-15,6409.25,6413.86,6437.49,6388.38,13236642
2017-11-16,6398.67,6377.34,6400.54,6359.22,13943709
2017-11-17,6379.65,6559.86,6564.0,6379.07,37145702
2017-11-20,6526.2,6667.6,6673.54,6513.71,27927522
2017-11-21,6642.68,6693.55,6782.6,6631.89,32941523
2017-11-22,6724.84,6856.48,6912.31,6724.84,38635521
2017-11-23,6860.3,6757.5,6913.19,6698.99,35608818
2017-11-24,6762.23,6778.11,6823.54,6700.91,22045686
2017-11-27,6741.54,6734.46,6743.05,6633.98,26059266
2017-11-28,6692.21,6635.3,6697.0,6602.07,15468200
2017-11-29,6642.64,6646.13,6673.94,6560.95,16456698
2017-11-30,6624.68,6615.97,6660.71,6587.54,17184960
2017-12-01,6615.81,6573.04,6615.81,6537.27,17833101
2017-12-04,6554.14,6590.52,6599.91,6544.06,12717571
2017-12-05,6583.78,6709.52,6740.1,6583.08,32259779
2017-12-06,6686.07,6634.9,6688.15,6582.88,16740919
2017-12-07,6615.13,6574.49,6636.08,6515.55,14614969
2017-12-08,6560.56,6561.61,6570.23,6526.46,13176529
2017-12-11,6551.86,6585.0,6598.5,6494.23,16110331
2017-12-12,6567.68,6491.02,6582.79,6489.67,12102097
2017-12-13,6493.44,6521.09,6535.35,6460.56,12011005
2017-12-14,6527.32,6492.31,6564.94,6477.16,11234378
2017-12-15,6487.1,6414.57,6487.1,6414.4,11749606
2017-12-18,6426.5,6434.06,6455.51,6412.46,10324872
2017-12-19,6440.88,6537.21,6544.23,6438.55,15816822
2017-12-20,6535.75,6534.64,6546.79,6490.16,13653941
2017-12-21,6515.13,6545.72,6584.11,6500.74,12800547
2017-12-22,6538.88,6502.05,6543.3,6496.24,9007390
2017-12-25,6499.96,6498.6,6573.82,6485.29,14096703
2017-12-26,6493.25,6571.49,6575.77,6493.24,14848598
2017-12-27,6556.64,6493.2,6581.9,6462.91,16980643
2017-12-28,6480.58,6476.01,6504.24,6455.43,16020924
2017-12-29,6475.82,6522.54,6526.28,6474.91,14536993
2018-01-02,6531.36,6607.08,6666.48,6531.36,30787728
2018-01-03,6605.04,6623.29,6673.87,6594.62,21332268
2018-01-04,6637.68,6603.16,6646.64,6587.73,22095318
2018-01-05,6610.61,6623.67,6640.54,6585.14,17364708
2018-01-08,6616.54,6601.13,6623.11,6578.82,18801018
2018-01-09,6600.29,6602.01,6622.99,6583.18,15887822
2018-01-10,6595.16,6744.71,6756.9,6590.77,32473881
2018-01-11,6743.22,6772.17,6812.0,6733.61,22331644
2018-01-12,6784.3,6803.15,6833.02,6777.7,19151853
2018-01-15,6795.4,6909.95,6965.28,6795.4,36348390
2018-01-16,6896.56,6934.73,6953.89,6868.25,33079352
2018-01-17,6957.21,7007.51,7186.57,6957.21,49512317
2018-01-18,7055.86,7155.63,7161.24,7055.81,50500166
2018-01-19,7218.79,7227.44,7328.34,7184.59,61163874
2018-01-22,7165.44,7156.2,7304.4,7129.79,51716600
2018-01-23,7156.39,7390.08,7392.18,7156.39,68011991
2018-01-24,7419.98,7434.19,7565.34,7378.91,60921680
2018-01-25,7408.83,7374.09,7409.19,7265.81,40242116
2018-01-26,7344.92,7388.14,7495.14,7344.55,58036608
2018-01-29,7405.13,7346.5,7504.01,7302.5,46148635
2018-01-30,7330.31,7210.68,7349.75,7202.37,31771552
2018-01-31,7185.43,7335.82,7337.54,7179.63,32342967
2018-02-01,7325.6,7411.64,7431.4,7305.67,44953320
2018-02-02,7344.5,7381.72,7383.98,7253.32,26921810
2018-02-05,7285.81,7636.04,7637.67,7281.95,49828540
2018-02-06,7498.47,7508.57,7565.75,7422.38,63306511
2018-02-07,7554.5,7265.41,7692.88,7235.34,64671377
2018-02-08,7181.74,7020.24,7205.78,6921.73,47192109
2018-02-09,6834.41,6788.0,6882.98,6549.31,54169442
