日期,股票,类型,价格,股数,金额,手续费,红利补税
2022-02-10,邮储银行,网格卖出,4.75,200,950.00,0.98,0.00
2022-02-11,工商银行,网格买入,3.49,200,698.00,0.50,0.00
2022-02-11,农业银行,网格买入,2.04,400,816.00,0.50,0.00
2022-02-11,中国银行,网格卖出,2.15,400,860.00,0.93,0.00
2022-02-11,建设银行,网格买入,4.56,100,456.00,0.50,0.00
2022-02-11,建设银行,网格卖出,4.63,100,463.00,0.73,0.00
2022-02-11,邮储银行,网格卖出,4.82,200,964.00,0.98,0.00
2022-02-11,邮储银行,网格卖出,4.89,100,489.00,0.74,0.00
2022-02-14,工商银行,网格买入,3.47,300,1041.00,0.50,0.00
2022-02-14,工商银行,网格买入,3.45,300,1035.00,0.50,0.00
2022-02-14,工商银行,网格买入,3.43,400,1372.00,0.50,0.00
2022-02-14,工商银行,网格卖出,3.5,500,1750.00,1.38,0.00
2022-02-14,农业银行,网格买入,2.03,400,812.00,0.50,0.00
2022-02-14,农业银行,网格买入,2.02,500,1010.00,0.50,0.00
2022-02-14,农业银行,网格买入,2.01,600,1206.00,0.50,0.00
2022-02-14,农业银行,网格卖出,2.06,700,1442.00,1.22,0.00
2022-02-14,中国银行,网格买入,2.14,300,642.00,0.50,0.00
2022-02-14,中国银行,网格买入,2.13,400,852.00,0.50,0.00
2022-02-14,中国银行,网格买入,2.12,500,1060.00,0.50,0.00
2022-02-14,中国银行,网格买入,2.11,600,1266.00,0.50,0.00
2022-02-14,中国银行,网格卖出,2.15,700,1505.00,1.25,0.00
2022-02-14,建设银行,网格买入,4.61,100,461.00,0.50,0.00
2022-02-14,建设银行,网格买入,4.59,100,459.00,0.50,0.00
2022-02-14,建设银行,网格买入,4.57,200,914.00,0.50,0.00
2022-02-14,建设银行,网格买入,4.55,200,910.00,0.50,0.00
2022-02-14,建设银行,网格买入,4.53,200,906.00,0.50,0.00
2022-02-14,建设银行,网格卖出,4.61,300,1383.00,1.19,0.00
2022-02-14,交通银行,网格买入,3.31,200,662.00,0.50,0.00
2022-02-14,交通银行,网格买入,3.29,200,658.00,0.50,0.00
2022-02-14,交通银行,网格买入,3.27,200,654.00,0.50,0.00
2022-02-14,交通银行,网格卖出,3.37,300,1011.00,1.01,0.00
2022-02-14,邮储银行,网格买入,4.87,100,487.00,0.50,0.00
2022-02-14,邮储银行,网格买入,4.85,100,485.00,0.50,0.00
2022-02-14,邮储银行,网格买入,4.83,100,483.00,0.50,0.00
2022-02-14,邮储银行,网格买入,4.81,200,962.00,0.50,0.00
2022-02-14,邮储银行,网格买入,4.79,200,958.00,0.50,0.00
2022-02-14,邮储银行,网格卖出,4.87,200,974.00,0.99,0.00
2022-02-15,工商银行,网格买入,3.44,400,1376.00,0.50,0.00
2022-02-15,工商银行,网格买入,3.42,400,1368.00,0.50,0.00
2022-02-15,工商银行,网格买入,3.4,500,1700.00,0.50,0.00
2022-02-15,工商银行,网格卖出,3.45,600,2070.00,1.53,0.00
2022-02-15,农业银行,网格买入,2.02,600,1212.00,0.50,0.00
2022-02-15,农业银行,网格买入,2.01,700,1407.00,0.50,0.00
2022-02-15,建设银行,网格买入,4.53,200,906.00,0.50,0.00
2022-02-28,工商银行,再平衡卖出,3.31,700,2317.00,1.66,0.00
2022-02-28,农业银行,再平衡卖出,1.96,1300,2548.00,1.77,0.00
2022-02-28,中国银行,再平衡买入,2.06,200,412.00,0.50,0.00
2022-02-28,建设银行,再平衡买入,4.29,100,429.00,0.50,0.00
2022-02-28,交通银行,再平衡买入,3.14,800,2512.00,0.50,0.00
2022-02-28,邮储银行,再平衡买入,4.43,300,1329.00,0.50,0.00
2022-03-01,建设银行,网格卖出,4.35,300,1305.00,1.15,0.00
2022-03-01,交通银行,网格卖出,3.19,400,1276.00,1.14,0.00
2022-03-01,邮储银行,网格买入,4.37,300,1311.00,0.50,0.00
2022-03-01,邮储银行,网格卖出,4.44,300,1332.00,1.17,0.00
2022-03-01,邮储银行,网格卖出,4.51,300,1353.00,1.18,0.00
2022-03-02,中国银行,网格卖出,2.09,600,1254.00,1.13,0.00
2022-03-02,建设银行,网格买入,4.33,200,866.00,0.50,0.00
2022-03-02,交通银行,网格卖出,3.24,300,972.00,0.99,0.00
2022-03-02,邮储银行,网格买入,4.47,200,894.00,0.50,0.00
2022-03-02,邮储银行,网格卖出,4.54,200,908.00,0.95,0.00
2022-03-03,工商银行,网格卖出,3.36,400,1344.00,1.17,0.00
2022-03-03,农业银行,网格卖出,1.99,600,1194.00,1.10,0.00
2022-03-03,建设银行,网格卖出,4.39,300,1317.00,1.16,0.00
2022-03-03,交通银行,网格卖出,3.29,200,658.00,0.83,0.00
2022-03-03,邮储银行,网格卖出,4.61,200,922.00,0.96,0.00
2022-03-04,工商银行,网格买入,3.34,300,1002.00,0.50,0.00
2022-03-04,工商银行,网格买入,3.32,300,996.00,0.50,0.00
2022-03-04,工商银行,网格卖出,3.38,400,1352.00,1.18,0.00
2022-03-04,农业银行,网格买入,1.98,500,990.00,0.50,0.00
2022-03-04,农业银行,网格买入,1.97,600,1182.00,0.50,0.00
2022-03-04,建设银行,网格买入,4.37,200,874.00,0.50,0.00
2022-03-04,建设银行,网格买入,4.35,200,870.00,0.50,0.00
2022-03-04,建设银行,网格买入,4.33,300,1299.00,0.50,0.00
2022-03-04,建设银行,网格卖出,4.41,300,1323.00,1.16,0.00
2022-03-04,交通银行,网格买入,3.26,200,652.00,0.50,0.00
2022-03-04,交通银行,网格买入,3.24,200,648.00,0.50,0.00
2022-03-04,交通银行,网格买入,3.22,300,966.00,0.50,0.00
2022-03-04,交通银行,网格卖出,3.27,300,981.00,0.99,0.00
2022-03-04,邮储银行,网格买入,4.59,200,918.00,0.50,0.00
2022-03-04,邮储银行,网格买入,4.57,200,914.00,0.50,0.00
2022-03-04,邮储银行,网格买入,4.55,200,910.00,0.50,0.00
2022-03-04,邮储银行,网格买入,4.53,300,1359.00,0.50,0.00
2022-03-04,邮储银行,网格卖出,4.62,300,1386.00,1.19,0.00
2022-03-07,工商银行,网格买入,3.35,300,1005.00,0.50,0.00
2022-03-07,工商银行,网格买入,3.33,400,1332.00,0.50,0.00
2022-03-07,邮储银行,网格卖出,4.69,300,1407.00,1.20,0.00
2022-03-08,农业银行,网格买入,1.95,700,1365.00,0.50,0.00
2022-03-22,中国银行,网格卖出,2.12,500,1060.00,1.03,0.00
2022-03-22,交通银行,网格买入,3.21,300,963.00,0.50,0.00
2022-03-22,交通银行,网格卖出,3.26,300,978.00,0.99,0.00
2022-03-22,邮储银行,网格买入,3.98,200,796.00,0.50,0.00
2022-03-22,邮储银行,网格卖出,4.04,300,1212.00,1.11,0.00
2022-03-22,邮储银行,网格卖出,4.1,200,820.00,0.91,0.00
2022-03-23,工商银行,网格买入,3.23,500,1615.00,0.50,0.00
2022-03-23,中国银行,网格买入,2.11,400,844.00,0.50,0.00
2022-03-24,邮储银行,网格卖出,4.16,200,832.00,0.92,0.00
2022-03-25,工商银行,网格卖出,3.28,600,1968.00,1.48,0.00
2022-03-25,中国银行,网格买入,2.1,400,840.00,0.50,0.00
2022-03-25,中国银行,网格买入,2.09,500,1045.00,0.50,0.00
2022-03-25,中国银行,网格卖出,2.12,600,1272.00,1.14,0.00
2022-03-25,建设银行,网格买入,4.32,300,1296.00,0.50,0.00
2022-03-25,邮储银行,网格买入,4.13,100,413.00,0.50,0.00
2022-03-25,邮储银行,网格买入,4.11,100,411.00,0.50,0.00
2022-03-28,工商银行,网格卖出,3.33,400,1332.00,1.17,0.00
2022-03-28,农业银行,网格卖出,1.98,800,1584.00,1.29,0.00
2022-03-28,中国银行,网格买入,2.1,500,1050.00,0.50,0.00
2022-03-28,中国银行,网格买入,2.09,600,1254.00,0.50,0.00
2022-03-28,中国银行,网格卖出,2.12,700,1484.00,1.24,0.00
2022-03-28,建设银行,网格买入,4.3,300,1290.00,0.50,0.00
2022-03-28,建设银行,网格卖出,4.36,400,1744.00,1.37,0.00
2022-03-28,建设银行,网格卖出,4.43,300,1329.00,1.16,0.00
2022-03-28,交通银行,网格买入,3.24,300,972.00,0.50,0.00
2022-03-28,交通银行,网格卖出,3.29,300,987.00,0.99,0.00
2022-03-28,交通银行,网格卖出,3.34,300,1002.00,1.00,0.00
2022-03-28,邮储银行,网格买入,4,200,800.00,0.50,0.00
2022-03-28,邮储银行,网格买入,3.98,200,796.00,0.50,0.00
2022-03-28,邮储银行,网格卖出,4.04,200,808.00,0.90,0.00
2022-03-28,邮储银行,网格卖出,4.1,200,820.00,0.91,0.00
2022-03-29,建设银行,网格买入,4.41,300,1323.00,0.50,0.00
2022-03-29,建设银行,网格卖出,4.48,300,1344.00,1.17,0.00
2022-03-29,交通银行,网格买入,3.32,200,664.00,0.50,0.00
2022-03-29,交通银行,网格卖出,3.37,300,1011.00,1.01,0.00
2022-03-29,邮储银行,网格卖出,4.16,200,832.00,0.92,0.00
2022-03-30,工商银行,网格买入,3.31,400,1324.00,0.50,0.00
2022-03-30,工商银行,网格卖出,3.37,400,1348.00,1.17,0.00
2022-03-30,农业银行,网格卖出,2.02,700,1414.00,1.21,0.00
2022-03-30,中国银行,网格卖出,2.16,600,1296.00,1.15,0.00
2022-03-30,建设银行,网格买入,4.46,300,1338.00,0.50,0.00
2022-03-30,建设银行,网格买入,4.44,300,1332.00,0.50,0.00
2022-03-30,邮储银行,网格卖出,4.22,100,422.00,0.71,0.00
2022-03-31,工商银行,网格买入,3.35,400,1340.00,0.50,0.00
2022-03-31,工商银行,网格买入,3.33,400,1332.00,0.50,0.00
2022-03-31,工商银行,网格卖出,3.38,500,1690.00,1.34,0.00
2022-03-31,农业银行,网格卖出,2.05,500,1025.00,1.01,0.00
2022-03-31,中国银行,网格卖出,2.19,500,1095.00,1.05,0.00
2022-03-31,中国银行,网格卖出,2.22,400,888.00,0.94,0.00
2022-03-31,建设银行,网格卖出,4.51,400,1804.00,1.40,0.00
2022-03-31,交通银行,网格卖出,3.42,200,684.00,0.84,0.00
2022-03-31,邮储银行,网格买入,4.15,100,415.00,0.50,0.00
2022-03-31,邮储银行,网格买入,4.13,100,413.00,0.50,0.00
2022-03-31,邮储银行,网格买入,4.11,100,411.00,0.50,0.00
2022-03-31,邮储银行,网格买入,4.09,200,818.00,0.50,0.00
2022-03-31,邮储银行,网格卖出,4.15,200,830.00,0.92,0.00
2022-03-31,邮储银行,网格卖出,4.21,200,842.00,0.92,0.00
2022-03-31,邮储银行,网格卖出,4.27,100,427.00,0.71,0.00
2022-03-31,工商银行,再平衡卖出,3.42,300,1026.00,1.01,0.00
2022-03-31,建设银行,再平衡卖出,4.55,100,455.00,0.73,0.00
2022-03-31,农业银行,再平衡买入,2.06,900,1854.00,0.50,0.00
2022-03-31,中国银行,再平衡买入,2.23,1400,3122.00,0.50,0.00
2022-03-31,交通银行,再平衡买入,3.47,1000,3470.00,0.50,0.00
2022-03-31,邮储银行,再平衡买入,4.24,1000,4240.00,0.50,0.00
2022-04-01,邮储银行,网格卖出,4.3,300,1290.00,1.15,0.00
2022-04-01,邮储银行,网格卖出,4.36,200,872.00,0.94,0.00
2022-04-01,邮储银行,网格卖出,4.43,200,886.00,0.94,0.00
2022-04-01,邮储银行,网格卖出,4.5,200,900.00,0.95,0.00
2022-04-06,工商银行,网格卖出,3.47,400,1388.00,1.19,0.00
2022-04-06,农业银行,网格买入,2.05,600,1230.00,0.50,0.00
2022-04-06,农业银行,网格卖出,2.08,700,1456.00,1.23,0.00
2022-04-06,中国银行,网格卖出,2.26,600,1356.00,1.18,0.00
2022-04-06,建设银行,网格买入,4.53,300,1359.00,0.50,0.00
2022-04-06,建设银行,网格卖出,4.6,300,1380.00,1.19,0.00
2022-04-06,交通银行,网格买入,3.45,400,1380.00,0.50,0.00
2022-04-06,交通银行,网格卖出,3.5,400,1400.00,1.20,0.00
2022-04-06,邮储银行,网格买入,4.44,100,444.00,0.50,0.00
2022-04-06,邮储银行,网格买入,4.42,100,442.00,0.50,0.00
2022-04-06,邮储银行,网格卖出,4.49,200,898.00,0.95,0.00
2022-04-06,邮储银行,网格卖出,4.56,100,456.00,0.73,0.00
2022-04-07,工商银行,网格买入,3.45,300,1035.00,0.50,0.00
2022-04-07,工商银行,网格买入,3.43,300,1029.00,0.50,0.00
2022-04-07,工商银行,网格卖出,3.48,400,1392.00,1.20,0.00
2022-04-07,农业银行,网格买入,2.07,600,1242.00,0.50,0.00
2022-04-07,农业银行,网格买入,2.06,700,1442.00,0.50,0.00
2022-04-07,农业银行,网格买入,2.05,900,1845.00,0.50,0.00
2022-04-07,农业银行,网格卖出,2.08,1000,2080.00,1.54,0.00
2022-04-07,中国银行,网格买入,2.25,400,900.00,0.50,0.00
2022-04-07,中国银行,网格买入,2.24,500,1120.00,0.50,0.00
2022-04-07,中国银行,网格买入,2.23,600,1338.00,0.50,0.00
2022-04-07,中国银行,网格卖出,2.26,700,1582.00,1.29,0.00
2022-04-07,建设银行,网格买入,4.58,300,1374.00,0.50,0.00
2022-04-07,邮储银行,网格买入,4.53,100,453.00,0.50,0.00
2022-04-07,邮储银行,网格卖出,4.6,100,460.00,0.73,0.00
2022-04-08,工商银行,网格买入,3.46,300,1038.00,0.50,0.00
2022-04-12,交通银行,网格卖出,3.55,400,1420.00,1.21,0.00
2022-04-12,邮储银行,网格买入,4.54,100,454.00,0.50,0.00
2022-04-12,邮储银行,网格买入,4.52,100,452.00,0.50,0.00
2022-04-12,邮储银行,网格买入,4.5,100,450.00,0.50,0.00
2022-04-12,邮储银行,网格卖出,4.57,200,914.00,0.96,0.00
2022-04-13,交通银行,网格买入,3.53,300,1059.00,0.50,0.00
2022-04-14,邮储银行,网格卖出,4.64,100,464.00,0.73,0.00
2022-04-15,邮储银行,网格买入,4.37,100,437.00,0.50,0.00
2022-04-15,邮储银行,网格卖出,4.44,100,444.00,0.72,0.00
2022-04-15,邮储银行,网格卖出,4.51,100,451.00,0.73,0.00
2022-04-15,邮储银行,网格卖出,4.58,100,458.00,0.73,0.00
2022-04-18,工商银行,网格买入,3.4,400,1360.00,0.50,0.00
2022-04-21,工商银行,网格卖出,3.45,500,1725.00,1.36,0.00
2022-04-21,农业银行,网格买入,2.04,800,1632.00,0.50,0.00
2022-04-22,农业银行,网格卖出,2.07,1000,2070.00,1.53,0.00
2022-04-22,中国银行,网格买入,2.22,600,1332.00,0.50,0.00
2022-04-22,中国银行,网格卖出,2.25,700,1575.00,1.29,0.00
2022-04-22,建设银行,网格买入,4.37,300,1311.00,0.50,0.00
2022-04-22,建设银行,网格卖出,4.44,400,1776.00,1.39,0.00
2022-04-22,建设银行,网格卖出,4.51,300,1353.00,1.18,0.00
2022-04-22,交通银行,网格买入,3.44,300,1032.00,0.50,0.00
2022-04-22,交通银行,网格卖出,3.49,400,1396.00,1.20,0.00
2022-04-22,交通银行,网格卖出,3.54,300,1062.00,1.03,0.00
2022-04-22,邮储银行,网格买入,4.28,100,428.00,0.50,0.00
2022-04-22,邮储银行,网格卖出,4.34,100,434.00,0.72,0.00
2022-04-22,邮储银行,网格卖出,4.41,100,441.00,0.72,0.00
2022-04-25,工商银行,网格买入,3.43,400,1372.00,0.50,0.00
2022-04-25,工商银行,网格买入,3.41,400,1364.00,0.50,0.00
2022-04-25,工商银行,网格卖出,3.47,500,1735.00,1.37,0.00
2022-04-25,农业银行,网格买入,2.06,800,1648.00,0.50,0.00
2022-04-25,农业银行,网格买入,2.05,1000,2050.00,0.50,0.00
2022-04-25,中国银行,网格买入,2.24,600,1344.00,0.50,0.00
2022-04-25,中国银行,网格卖出,2.27,700,1589.00,1.29,0.00
2022-04-25,建设银行,网格买入,4.45,300,1335.00,0.50,0.00
2022-04-29,工商银行,再平衡卖出,3.43,300,1029.00,1.01,0.00
2022-04-29,农业银行,再平衡卖出,2.04,2700,5508.00,3.25,0.00
2022-04-29,建设银行,再平衡卖出,4.33,100,433.00,0.72,0.00
2022-04-29,中国银行,再平衡买入,2.19,100,219.00,0.50,0.00
2022-04-29,交通银行,再平衡买入,3.44,500,1720.00,0.50,0.00
2022-05-05,工商银行,网格买入,3.41,400,1364.00,0.50,0.00
2022-05-05,工商银行,网格买入,3.39,400,1356.00,0.50,0.00
2022-05-05,工商银行,网格买入,3.37,500,1685.00,0.50,0.00
2022-05-05,工商银行,网格卖出,3.43,600,2058.00,1.53,0.00
2022-05-05,农业银行,网格买入,2.03,600,1218.00,0.50,0.00
2022-05-05,农业银行,网格卖出,2.06,700,1442.00,1.22,0.00
2022-05-05,中国银行,网格买入,2.18,600,1308.00,0.50,0.00
2022-05-05,中国银行,网格买入,2.17,700,1519.00,0.50,0.00
2022-05-05,中国银行,网格卖出,2.2,800,1760.00,1.38,0.00
2022-05-05,建设银行,网格买入,4.31,300,1293.00,0.50,0.00
2022-05-31,工商银行,再平衡卖出,3.31,600,1986.00,1.49,0.00
2022-05-31,中国银行,再平衡卖出,2.15,500,1075.00,1.04,0.00
2022-05-31,建设银行,再平衡卖出,4.24,400,1696.00,1.35,0.00
2022-05-31,农业银行,再平衡买入,2.01,100,201.00,0.50,0.00
2022-05-31,交通银行,再平衡买入,3.27,100,327.00,0.50,0.00
2022-06-01,工商银行,网格买入,3.29,400,1316.00,0.50,0.00
2022-06-01,农业银行,网格买入,2,600,1200.00,0.50,0.00
2022-06-01,农业银行,网格买入,1.99,700,1393.00,0.50,0.00
2022-06-10,中国银行,网格卖出,2.18,600,1308.00,1.15,0.00
2022-06-10,建设银行,网格买入,4.22,300,1266.00,0.50,0.00
2022-06-10,交通银行,网格卖出,3.32,400,1328.00,1.16,0.00
2022-06-10,交通银行,网格卖出,3.37,300,1011.00,1.01,0.00
2022-06-13,农业银行,网格买入,1.98,900,1782.00,0.50,0.00
2022-06-13,中国银行,网格买入,2.17,500,1085.00,0.50,0.00
2022-06-13,交通银行,网格买入,3.35,200,670.00,0.50,0.00
2022-06-14,工商银行,网格卖出,3.34,500,1670.00,1.33,0.00
2022-06-14,中国银行,网格买入,2.16,600,1296.00,0.50,0.00
2022-06-14,建设银行,网格卖出,4.28,300,1284.00,1.14,0.00
2022-06-14,交通银行,网格买入,3.27,300,981.00,0.50,0.00
2022-06-14,交通银行,网格卖出,3.32,300,996.00,1.00,0.00
2022-06-15,工商银行,网格卖出,3.39,400,1356.00,1.18,0.00
2022-06-15,农业银行,网格卖出,2.01,1100,2211.00,1.61,0.00
2022-06-15,中国银行,网格卖出,2.19,700,1533.00,1.27,0.00
2022-06-15,建设银行,网格买入,4.26,300,1278.00,0.50,0.00
2022-06-15,建设银行,网格卖出,4.32,300,1296.00,1.15,0.00
2022-06-15,交通银行,网格卖出,3.37,300,1011.00,1.01,0.00
2022-06-15,交通银行,网格卖出,3.42,200,684.00,0.84,0.00
2022-06-16,工商银行,网格买入,3.37,300,1011.00,0.50,0.00
2022-06-16,工商银行,网格买入,3.35,300,1005.00,0.50,0.00
2022-06-16,农业银行,网格买入,2,800,1600.00,0.50,0.00
2022-06-16,农业银行,网格买入,1.99,1000,1990.00,0.50,0.00
2022-06-16,农业银行,网格买入,1.98,1200,2376.00,0.50,0.00
2022-06-16,农业银行,网格卖出,2.02,1400,2828.00,1.91,0.00
2022-06-16,中国银行,网格买入,2.18,500,1090.00,0.50,0.00
2022-06-16,建设银行,网格买入,4.3,300,1290.00,0.50,0.00
2022-06-16,交通银行,网格买入,3.37,200,674.00,0.50,0.00
2022-06-21,工商银行,网格卖出,3.4,400,1360.00,1.18,0.00
2022-06-21,中国银行,网格买入,2.17,600,1302.00,0.50,0.00
2022-06-21,中国银行,网格卖出,2.2,800,1760.00,1.38,0.00
2022-06-21,建设银行,网格买入,4.25,300,1275.00,0.50,0.00
2022-06-21,交通银行,网格买入,3.32,200,664.00,0.50,0.00
2022-06-21,交通银行,网格卖出,3.37,300,1011.00,1.01,0.00
2022-06-22,建设银行,网格卖出,4.31,400,1724.00,1.36,0.00
2022-06-22,交通银行,网格买入,3.35,200,670.00,0.50,0.00
2022-06-22,交通银行,网格买入,3.33,200,666.00,0.50,0.00
2022-06-23,中国银行,网格买入,2.19,600,1314.00,0.50,0.00
2022-06-30,中国银行,网格卖出,2.22,700,1554.00,1.28,0.00
2022-06-30,农业银行,再平衡卖出,2,2700,5400.00,3.20,0.00
2022-06-30,中国银行,再平衡卖出,2.22,100,222.00,0.61,0.00
2022-06-30,建设银行,再平衡卖出,4.32,100,432.00,0.72,0.00
2022-06-30,工商银行,再平衡买入,3.42,200,684.00,0.50,0.00
2022-06-30,交通银行,再平衡买入,3.34,500,1670.00,0.50,0.00
2022-07-01,工商银行,网格买入,3.4,400,1360.00,0.50,0.00
2022-07-01,农业银行,网格买入,1.99,600,1194.00,0.50,0.00
2022-07-04,中国银行,网格卖出,2.25,600,1350.00,1.18,0.00
2022-07-05,工商银行,网格卖出,3.45,400,1380.00,1.19,0.00
2022-07-05,建设银行,网格卖出,4.38,300,1314.00,1.16,0.00
2022-07-06,工商银行,网格买入,3.43,400,1372.00,0.50,0.00
2022-07-06,工商银行,网格买入,3.41,400,1364.00,0.50,0.00
2022-07-06,建设银行,网格买入,4.36,200,872.00,0.50,0.00
2022-07-06,建设银行,网格买入,4.34,300,1302.00,0.50,0.00
2022-07-06,建设银行,网格买入,4.32,300,1296.00,0.50,0.00
2022-07-08,建设银行,分红,0.364,2000,728.00,0.00,0.00
2022-07-08,交通银行,网格买入,3.32,400,1328.00,0.50,0.00
2022-07-11,农业银行,网格卖出,2.02,700,1414.00,1.21,0.00
2022-07-11,中国银行,网格卖出,2.28,400,912.00,0.96,0.00
2022-07-11,建设银行,网格卖出,4.38,400,1752.00,1.38,18.20
2022-07-12,工商银行,分红,0.2933,2600,762.58,0.00,0.00
2022-07-12,交通银行,分红,0.355,2300,816.50,0.00,0.00
2022-07-12,邮储银行,分红,0.2474,200,49.48,0.00,0.00
2022-07-12,工商银行,网格卖出,3.46,500,1730.00,1.36,14.66
2022-07-12,交通银行,网格卖出,3.37,500,1685.00,1.34,31.95
2022-07-13,工商银行,网格买入,3.44,400,1376.00,0.50,0.00
2022-07-13,工商银行,网格买入,3.42,500,1710.00,0.50,0.00
2022-07-13,工商银行,网格买入,3.4,600,2040.00,0.50,0.00
2022-07-13,工商银行,网格买入,3.38,700,2366.00,0.50,0.00
2022-07-13,工商银行,网格卖出,3.45,900,3105.00,2.05,49.86
2022-07-13,农业银行,网格买入,2.01,600,1206.00,0.50,0.00
2022-07-13,农业银行,网格买入,2,700,1400.00,0.50,0.00
2022-07-13,农业银行,网格买入,1.99,900,1791.00,0.50,0.00
2022-07-13,农业银行,网格卖出,2.02,1000,2020.00,1.51,0.00
2022-07-13,中国银行,网格买入,2.27,400,908.00,0.50,0.00
2022-07-13,中国银行,网格买入,2.26,400,904.00,0.50,0.00
2022-07-13,中国银行,网格卖出,2.29,500,1145.00,1.07,0.00
2022-07-13,建设银行,网格买入,4.36,300,1308.00,0.50,0.00
2022-07-15,农业银行,分红,0.2068,4200,868.56,0.00,0.00
2022-07-15,中国银行,分红,0.221,2100,464.10,0.00,0.00
2022-07-15,农业银行,网格买入,1.97,800,1576.00,0.50,0.00
2022-07-19,农业银行,网格卖出,2,1000,2000.00,1.50,20.68
2022-07-19,中国银行,网格买入,2.21,400,884.00,0.50,0.00
2022-07-20,农业银行,网格卖出,2.04,800,1632.00,1.32,24.82
2022-07-20,中国银行,网格卖出,2.24,500,1120.00,1.06,19.89
2022-07-20,建设银行,网格买入,4.21,400,1684.00,0.50,0.00
2022-07-20,建设银行,网格卖出,4.27,500,2135.00,1.57,18.20
2022-07-20,交通银行,网格买入,3.3,400,1320.00,0.50,0.00
2022-07-21,工商银行,网格买入,3.39,700,2373.00,0.50,0.00
2022-07-21,中国银行,网格卖出,2.27,400,908.00,0.95,17.68
2022-07-22,农业银行,网格买入,2.02,600,1212.00,0.50,0.00
2022-07-22,交通银行,网格卖出,3.35,400,1340.00,1.17,14.20
2022-07-25,中国银行,网格买入,2.26,300,678.00,0.50,0.00
2022-07-26,农业银行,网格卖出,2.05,800,1640.00,1.32,33.09
2022-07-26,中国银行,网格卖出,2.29,400,916.00,0.96,8.84
2022-07-26,建设银行,网格买入,4.25,400,1700.00,0.50,0.00
2022-07-27,农业银行,网格买入,2.04,600,1224.00,0.50,0.00
2022-07-29,工商银行,再平衡卖出,3.32,2000,6640.00,3.89,70.39
2022-07-29,农业银行,再平衡卖出,2.04,300,612.00,0.81,12.41
2022-07-29,建设银行,再平衡卖出,4.19,600,2514.00,1.76,32.76
2022-07-29,中国银行,再平衡买入,2.24,1500,3360.00,0.50,0.00
2022-07-29,交通银行,再平衡买入,3.34,200,668.00,0.50,0.00
2022-07-29,邮储银行,再平衡买入,3.79,1600,6064.00,0.52,0.00
2022-08-31,工商银行,再平衡卖出,3.32,100,332.00,0.67,0.00
2022-08-31,邮储银行,再平衡买入,3.61,100,361.00,0.50,0.00
2022-09-09,中国银行,网格卖出,2.25,600,1350.00,1.18,13.26
2022-09-09,交通银行,网格卖出,3.35,400,1340.00,1.17,14.20
2022-09-09,邮储银行,网格买入,3.57,400,1428.00,0.50,0.00
2022-09-09,邮储银行,网格卖出,3.62,500,1810.00,1.41,4.95
2022-09-13,工商银行,网格买入,3.3,400,1320.00,0.50,0.00
2022-09-13,农业银行,网格买入,2.03,700,1421.00,0.50,0.00
2022-09-13,邮储银行,网格卖出,3.67,400,1468.00,1.23,0.00
2022-09-13,邮储银行,网格卖出,3.73,300,1119.00,1.06,0.00
2022-09-14,邮储银行,网格买入,3.66,200,732.00,0.50,0.00
2022-09-14,邮储银行,网格买入,3.64,300,1092.00,0.50,0.00
2022-09-14,邮储银行,网格买入,3.62,300,1086.00,0.50,0.00
2022-09-14,邮储银行,网格卖出,3.67,400,1468.00,1.23,0.00
2022-09-15,邮储银行,网格卖出,3.73,300,1119.00,1.06,0.00
2022-09-16,农业银行,网格卖出,2.06,800,1648.00,1.32,16.54
2022-09-16,中国银行,网格买入,2.24,500,1120.00,0.50,0.00
2022-09-16,中国银行,网格卖出,2.28,600,1368.00,1.18,4.42
2022-09-16,交通银行,网格买入,3.33,300,999.00,0.50,0.00
2022-09-16,邮储银行,网格买入,3.69,200,738.00,0.50,0.00
2022-09-16,邮储银行,网格买入,3.67,300,1101.00,0.50,0.00
2022-09-16,邮储银行,网格买入,3.65,300,1095.00,0.50,0.00
2022-09-23,工商银行,网格卖出,3.35,500,1675.00,1.34,0.00
2022-09-23,农业银行,网格买入,2.05,600,1230.00,0.50,0.00
2022-09-23,建设银行,网格卖出,4.2,300,1260.00,1.13,10.92
2022-09-23,邮储银行,网格卖出,3.7,400,1480.00,1.24,0.00
2022-09-26,工商银行,网格买入,3.33,400,1332.00,0.50,0.00
2022-09-26,工商银行,网格买入,3.31,500,1655.00,0.50,0.00
2022-09-30,工商银行,再平衡卖出,3.29,800,2632.00,1.82,0.00
2022-09-30,农业银行,再平衡卖出,2.05,500,1025.00,1.01,10.34
2022-09-30,中国银行,再平衡买入,2.27,700,1589.00,0.50,0.00
2022-09-30,建设银行,再平衡买入,4.14,300,1242.00,0.50,0.00
2022-09-30,交通银行,再平衡买入,3.34,100,334.00,0.50,0.00
2022-09-30,邮储银行,再平衡买入,3.56,300,1068.00,0.50,0.00
2022-10-12,工商银行,网格卖出,3.34,400,1336.00,1.17,0.00
2022-10-12,农业银行,网格买入,2.04,700,1428.00,0.50,0.00
2022-10-31,农业银行,再平衡卖出,1.95,800,1560.00,1.28,0.00
2022-10-31,中国银行,再平衡卖出,2.19,100,219.00,0.61,0.00
2022-10-31,工商银行,再平衡买入,3.09,400,1236.00,0.50,0.00
2022-10-31,邮储银行,再平衡买入,2.98,200,596.00,0.50,0.00
2022-11-01,邮储银行,网格卖出,3.02,400,1208.00,1.10,0.00
