日期,股票,类型,价格,股数,金额,手续费,红利补税
2022-11-02,工商银行,网格买入,2.99,400,1196.00,0.50,0.00
2022-11-02,邮储银行,网格卖出,3.07,300,921.00,0.96,0.00
2022-11-03,邮储银行,网格买入,3.05,300,915.00,0.50,0.00
2022-11-04,工商银行,网格卖出,3.03,500,1515.00,1.26,0.00
2022-11-04,农业银行,网格买入,1.92,600,1152.00,0.50,0.00
2022-11-04,交通银行,网格卖出,3.22,400,1288.00,1.14,14.20
2022-11-04,邮储银行,网格买入,3.03,300,909.00,0.50,0.00
2022-11-04,邮储银行,网格卖出,3.08,400,1232.00,1.12,0.00
2022-11-04,邮储银行,网格卖出,3.13,300,939.00,0.97,0.00
2022-11-07,工商银行,网格买入,3.01,400,1204.00,0.50,0.00
2022-11-07,建设银行,网格买入,3.9,300,1170.00,0.50,0.00
2022-11-07,邮储银行,网格卖出,3.18,300,954.00,0.98,0.00
2022-11-08,邮储银行,网格买入,3.16,200,632.00,0.50,0.00
2022-11-09,邮储银行,网格卖出,3.21,200,642.00,0.82,0.00
2022-11-10,农业银行,网格卖出,1.95,800,1560.00,1.28,0.00
2022-11-10,中国银行,网格卖出,2.22,600,1332.00,1.17,0.00
2022-11-10,建设银行,网格买入,3.88,400,1552.00,0.50,0.00
2022-11-10,建设银行,网格卖出,3.94,500,1970.00,1.48,7.28
2022-11-10,邮储银行,网格买入,3.14,200,628.00,0.50,0.00
2022-11-10,邮储银行,网格买入,3.12,200,624.00,0.50,0.00
2022-11-10,邮储银行,网格卖出,3.17,300,951.00,0.98,0.00
2022-11-11,工商银行,网格卖出,3.06,500,1530.00,1.27,0.00
2022-11-11,建设银行,网格卖出,4,400,1600.00,1.30,0.00
2022-11-11,交通银行,网格卖出,3.27,300,981.00,0.99,10.65
2022-11-11,邮储银行,网格卖出,3.25,200,650.00,0.82,0.00
2022-11-11,邮储银行,网格卖出,3.3,200,660.00,0.83,0.00
2022-11-11,邮储银行,网格卖出,3.35,100,335.00,0.67,0.00
2022-11-14,工商银行,网格卖出,3.11,400,1244.00,1.12,0.00
2022-11-14,农业银行,网格卖出,1.98,600,1188.00,1.09,0.00
2022-11-14,中国银行,网格卖出,2.25,500,1125.00,1.06,0.00
2022-11-14,交通银行,网格卖出,3.32,300,996.00,1.00,10.65
2022-11-14,邮储银行,网格卖出,3.4,100,340.00,0.67,0.00
2022-11-14,邮储银行,网格卖出,3.45,100,345.00,0.67,0.00
2022-11-15,工商银行,网格买入,3.09,300,927.00,0.50,0.00
2022-11-15,中国银行,网格买入,2.24,400,896.00,0.50,0.00
2022-11-15,交通银行,网格买入,3.3,200,660.00,0.50,0.00
2022-11-15,邮储银行,网格买入,3.4,100,340.00,0.50,0.00
2022-11-15,邮储银行,网格买入,3.38,100,338.00,0.50,0.00
2022-11-15,邮储银行,网格买入,3.36,100,336.00,0.50,0.00
2022-11-15,邮储银行,网格卖出,3.41,100,341.00,0.67,0.00
2022-11-16,邮储银行,网格买入,3.39,100,339.00,0.50,0.00
2022-11-16,邮储银行,网格买入,3.37,100,337.00,0.50,0.00
2022-11-16,邮储银行,网格买入,3.35,200,670.00,0.50,0.00
2022-11-16,邮储银行,网格买入,3.33,200,666.00,0.50,0.00
2022-11-16,邮储银行,网格卖出,3.41,200,682.00,0.84,0.00
2022-11-17,农业银行,网格买入,1.97,500,985.00,0.50,0.00
2022-11-17,中国银行,网格买入,2.23,400,892.00,0.50,0.00
2022-11-17,建设银行,网格买入,3.98,300,1194.00,0.50,0.00
2022-11-17,建设银行,网格买入,3.96,300,1188.00,0.50,0.00
2022-11-17,邮储银行,网格买入,3.34,200,668.00,0.50,0.00
2022-11-17,邮储银行,网格买入,3.32,200,664.00,0.50,0.00
2022-11-18,建设银行,网格卖出,4.02,400,1608.00,1.30,0.00
2022-11-21,建设银行,网格买入,3.98,300,1194.00,0.50,0.00
2022-11-21,建设银行,网格买入,3.96,400,1584.00,0.50,0.00
2022-11-21,交通银行,网格买入,3.28,200,656.00,0.50,0.00
2022-11-21,邮储银行,网格买入,3.3,300,990.00,0.50,0.00
2022-11-21,邮储银行,网格买入,3.28,300,984.00,0.50,0.00
2022-11-21,邮储银行,网格买入,3.26,400,1304.00,0.50,0.00
2022-11-22,工商银行,网格卖出,3.14,300,942.00,0.97,0.00
2022-11-22,工商银行,网格卖出,3.19,300,957.00,0.98,0.00
2022-11-22,农业银行,网格卖出,2,600,1200.00,1.10,0.00
2022-11-22,建设银行,网格卖出,4.02,500,2010.00,1.50,0.00
2022-11-22,建设银行,网格卖出,4.08,400,1632.00,1.32,0.00
2022-11-22,交通银行,网格卖出,3.33,300,999.00,1.00,0.00
2022-11-22,邮储银行,网格卖出,3.31,500,1655.00,1.33,0.00
2022-11-22,邮储银行,网格卖出,3.36,400,1344.00,1.17,0.00
2022-11-22,邮储银行,网格卖出,3.41,300,1023.00,1.01,0.00
2022-11-22,邮储银行,网格卖出,3.46,200,692.00,0.85,0.00
2022-11-23,工商银行,网格买入,3.17,200,634.00,0.50,0.00
2022-11-23,工商银行,网格卖出,3.22,300,966.00,0.98,0.00
2022-11-23,农业银行,网格卖出,2.03,500,1015.00,1.01,0.00
2022-11-23,中国银行,网格卖出,2.26,500,1130.00,1.06,0.00
2022-11-23,建设银行,网格买入,4.05,300,1215.00,0.50,0.00
2022-11-23,建设银行,网格卖出,4.11,300,1233.00,1.12,0.00
2022-11-23,交通银行,网格卖出,3.38,200,676.00,0.84,0.00
2022-11-23,邮储银行,网格卖出,3.51,200,702.00,0.85,0.00
2022-11-23,邮储银行,网格卖出,3.56,200,712.00,0.86,0.00
2022-11-24,工商银行,网格买入,3.2,200,640.00,0.50,0.00
2022-11-24,工商银行,网格买入,3.18,200,636.00,0.50,0.00
2022-11-24,农业银行,网格买入,2.02,400,808.00,0.50,0.00
2022-11-24,建设银行,网格买入,4.09,300,1227.00,0.50,0.00
2022-11-24,建设银行,网格买入,4.07,300,1221.00,0.50,0.00
2022-11-24,交通银行,网格买入,3.36,200,672.00,0.50,0.00
2022-11-24,邮储银行,网格买入,3.54,100,354.00,0.50,0.00
2022-11-24,邮储银行,网格买入,3.52,100,352.00,0.50,0.00
2022-11-24,邮储银行,网格买入,3.5,200,700.00,0.50,0.00
2022-11-24,邮储银行,网格买入,3.48,200,696.00,0.50,0.00
2022-11-24,邮储银行,网格买入,3.46,200,692.00,0.50,0.00
2022-11-24,邮储银行,网格卖出,3.55,300,1065.00,1.03,0.00
2022-11-25,工商银行,网格卖出,3.23,300,969.00,0.98,0.00
2022-11-25,农业银行,网格卖出,2.05,400,820.00,0.91,0.00
2022-11-25,中国银行,网格卖出,2.29,400,916.00,0.96,0.00
2022-11-25,建设银行,网格卖出,4.13,400,1652.00,1.33,0.00
2022-11-25,建设银行,网格卖出,4.19,300,1257.00,1.13,0.00
2022-11-25,交通银行,网格卖出,3.41,200,682.00,0.84,0.00
2022-11-25,邮储银行,网格买入,3.45,200,690.00,0.50,0.00
2022-11-25,邮储银行,网格卖出,3.5,300,1050.00,1.02,0.00
2022-11-25,邮储银行,网格卖出,3.55,200,710.00,0.85,0.00
2022-11-28,工商银行,网格买入,3.21,200,642.00,0.50,0.00
2022-11-28,工商银行,网格买入,3.19,300,957.00,0.50,0.00
2022-11-28,工商银行,网格买入,3.17,300,951.00,0.50,0.00
2022-11-28,工商银行,网格卖出,3.23,400,1292.00,1.15,0.00
2022-11-28,农业银行,网格买入,2.04,400,816.00,0.50,0.00
2022-11-28,农业银行,网格买入,2.03,400,812.00,0.50,0.00
2022-11-28,农业银行,网格买入,2.02,500,1010.00,0.50,0.00
2022-11-28,中国银行,网格买入,2.28,300,684.00,0.50,0.00
2022-11-28,中国银行,网格买入,2.27,400,908.00,0.50,0.00
2022-11-28,建设银行,网格买入,4.14,300,1242.00,0.50,0.00
2022-11-28,建设银行,网格买入,4.12,300,1236.00,0.50,0.00
2022-11-28,建设银行,网格买入,4.1,400,1640.00,0.50,0.00
2022-11-28,建设银行,网格买入,4.08,500,2040.00,0.50,0.00
2022-11-28,建设银行,网格卖出,4.14,600,2484.00,1.74,0.00
2022-11-28,交通银行,网格买入,3.39,200,678.00,0.50,0.00
2022-11-28,交通银行,网格买入,3.37,200,674.00,0.50,0.00
2022-11-28,交通银行,网格卖出,3.42,300,1026.00,1.01,0.00
2022-11-28,邮储银行,网格买入,3.51,200,702.00,0.50,0.00
2022-11-28,邮储银行,网格买入,3.49,200,698.00,0.50,0.00
2022-11-28,邮储银行,网格买入,3.47,200,694.00,0.50,0.00
2022-11-28,邮储银行,网格买入,3.45,300,1035.00,0.50,0.00
2022-11-28,邮储银行,网格买入,3.43,300,1029.00,0.50,0.00
2022-11-28,邮储银行,网格卖出,3.51,400,1404.00,1.20,0.00
2022-11-29,工商银行,网格买入,3.19,300,957.00,0.50,0.00
2022-11-29,工商银行,网格卖出,3.24,400,1296.00,1.15,0.00
2022-11-29,农业银行,网格卖出,2.05,600,1230.00,1.11,0.00
2022-11-29,中国银行,网格卖出,2.3,500,1150.00,1.08,0.00
2022-11-29,建设银行,网格卖出,4.2,400,1680.00,1.34,0.00
2022-11-29,交通银行,网格卖出,3.47,200,694.00,0.85,0.00
2022-11-29,邮储银行,网格卖出,3.56,300,1068.00,1.03,0.00
2022-11-29,邮储银行,网格卖出,3.61,300,1083.00,1.04,0.00
2022-11-29,邮储银行,网格卖出,3.66,200,732.00,0.87,0.00
2022-11-30,工商银行,网格买入,3.22,300,966.00,0.50,0.00
2022-11-30,工商银行,网格卖出,3.27,300,981.00,0.99,0.00
2022-11-30,中国银行,网格卖出,2.33,400,932.00,0.97,0.00
2022-11-30,交通银行,网格买入,3.45,200,690.00,0.50,0.00
2022-11-30,邮储银行,网格买入,3.59,200,718.00,0.50,0.00
2022-11-30,邮储银行,网格买入,3.57,200,714.00,0.50,0.00
2022-11-30,邮储银行,网格买入,3.55,200,710.00,0.50,0.00
2022-11-30,邮储银行,网格卖出,3.6,300,1080.00,1.04,0.00
2022-11-30,建设银行,再平衡卖出,4.21,200,842.00,0.92,0.00
2022-11-30,工商银行,再平衡买入,3.24,700,2268.00,0.50,0.00
2022-11-30,农业银行,再平衡买入,2.07,800,1656.00,0.50,0.00
2022-11-30,中国银行,再平衡买入,2.33,1400,3262.00,0.50,0.00
2022-11-30,交通银行,再平衡买入,3.44,1000,3440.00,0.50,0.00
2022-11-30,邮储银行,再平衡买入,3.56,800,2848.00,0.50,0.00
2022-12-01,交通银行,网格卖出,3.49,400,1396.00,1.20,0.00
2022-12-01,邮储银行,网格卖出,3.62,400,1448.00,1.22,0.00
2022-12-02,工商银行,网格买入,3.19,400,1276.00,0.50,0.00
2022-12-02,工商银行,网格买入,3.17,500,1585.00,0.50,0.00
2022-12-05,工商银行,网格卖出,3.22,600,1932.00,1.47,0.00
2022-12-05,农业银行,网格买入,2.06,700,1442.00,0.50,0.00
2022-12-06,邮储银行,网格卖出,3.67,300,1101.00,1.05,0.00
2022-12-07,建设银行,网格卖出,4.27,300,1281.00,1.14,0.00
2022-12-07,交通银行,网格买入,3.47,300,1041.00,0.50,0.00
2022-12-07,邮储银行,网格买入,3.65,200,730.00,0.50,0.00
2022-12-07,邮储银行,网格买入,3.63,300,1089.00,0.50,0.00
2022-12-09,邮储银行,网格卖出,3.68,300,1104.00,1.05,0.00
2022-12-09,邮储银行,网格卖出,3.74,300,1122.00,1.06,0.00
2022-12-12,农业银行,网格买入,2.05,800,1640.00,0.50,0.00
2022-12-14,农业银行,网格卖出,2.09,1000,2090.00,1.54,0.00
2022-12-14,建设银行,网格买入,4.25,300,1275.00,0.50,0.00
2022-12-14,建设银行,网格买入,4.23,300,1269.00,0.50,0.00
2022-12-16,工商银行,再平衡卖出,3.23,300,969.00,0.98,0.00
2022-12-16,农业银行,再平衡卖出,2.09,500,1045.00,1.02,0.00
2022-12-16,建设银行,再平衡卖出,4.26,300,1278.00,1.14,0.00
2022-12-16,交通银行,再平衡买入,3.49,100,349.00,0.50,0.00
2022-12-16,邮储银行,再平衡买入,3.71,800,2968.00,0.50,0.00
